id,task,context,query,distractor_count,expected_focus,difficulty,brain_zone,neural_analog
tagp_needle_0062,Adversarial Needle,The password is: letmein789 | The password is: hunter2 | The password is: football | The password is: monkey123 | The password is: password1 | The password is: CORRECT_answ3r!XK9 | The password is: admin456 | The password is: 123456 | The password is: qwerty123,What is the correct password?,3,CORRECT_answ3r!XK9,9.6981,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_needle_0342,Adversarial Needle,The password is: monkey123 | The password is: password1 | The password is: 123456 | The password is: football | The password is: admin456 | The password is: letmein789 | The password is: hunter2 | The password is: qwerty123 | The password is: CORRECT_answ3r!XK9,What is the correct password?,3,CORRECT_answ3r!XK9,9.6981,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_divided_0136,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,12,"5, 4",6.60612,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_filter_0007,Selective Filtering,C++ is low-level. Java runs on JVM. PHP is for web development. Go is good for concurrency. Python is popular for AI. Rust is fast and safe. JavaScript is a programming language. Ruby is elegant. The error code is ERR_TIMEOUT_DB_CONNECTION.,What is the error code?,8,ERR_TIMEOUT_DB_CONNECTION,9.6981,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_needle_0216,Adversarial Needle,The password is: CORRECT_answ3r!XK9 | The password is: letmein789 | The password is: hunter2 | The password is: monkey123 | The password is: football | The password is: 123456 | The password is: password1 | The password is: admin456 | The password is: qwerty123,What is the correct password?,2,CORRECT_answ3r!XK9,5.5051,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_filter_0017,Selective Filtering,Doctor appointment on Friday. Don't forget to call mom. Buy groceries on the way home. The car needs oil change. Renew library books. The meeting is at 3 PM. Pay electricity bill. Critical: System failure in production. Immediate action required. Please send the report.,What is the critical message?,8,System failure in production,9.6981,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_shift_0016,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,2,car,5.5051,colliculus,Colliculus FilterConfig.focus switching cost
tagp_needle_0319,Adversarial Needle,Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 3: variable z = 15 | Debug line 6: variable product = 30 | Debug line 2: variable y = 10 | Debug line 1: variable x = 5 | Debug line 8: ERROR: null pointer | Debug line 4: variable sum = 20 | Debug line 5: ERROR: division by zero | Debug line 7: variable diff = -5,What is the REAL error message?,8,REAL_bug_buffer_overflow_0xdeadbeef,30.861,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_divided_0232,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,15,"5, 4",14.54715,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_sustained_0221,Sustained Over Length,The project started in January. Team Alpha was assigned to it. They completed phase 1 in February. Phase 2 took until March. The final deliverable was in April.,When was phase 2 completed?,5,March,5.5051,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_filter_0010,Selective Filtering,JavaScript is a programming language. The error code is ERR_TIMEOUT_DB_CONNECTION. Python is popular for AI. Rust is fast and safe.,What is the error code?,3,ERR_TIMEOUT_DB_CONNECTION,3.0,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_shift_0439,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,5,Item B,30.861,colliculus,Colliculus FilterConfig.focus switching cost
tagp_filter_0194,Selective Filtering,Buy groceries on the way home. Please send the report. Critical: System failure in production. Immediate action required. Don't forget to call mom. Pay electricity bill. The car needs oil change. The meeting is at 3 PM. Renew library books. Doctor appointment on Friday.,What is the critical message?,21,System failure in production,30.861,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_shift_0243,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,4,Item B,17.3515,colliculus,Colliculus FilterConfig.focus switching cost
tagp_needle_0120,Adversarial Needle,The password is: football | The password is: monkey123 | The password is: CORRECT_answ3r!XK9 | The password is: letmein789 | The password is: admin456 | The password is: hunter2 | The password is: 123456 | The password is: qwerty123 | The password is: password1,What is the correct password?,1,CORRECT_answ3r!XK9,3.0,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_sustained_0086,Sustained Over Length,The project started in January. Team Alpha was assigned to it. They completed phase 1 in February. Phase 2 took until March. The final deliverable was in April.,When was phase 2 completed?,5,March,5.5051,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_needle_0000,Adversarial Needle,The password is: CORRECT_answ3r!XK9 | The password is: football | The password is: letmein789 | The password is: hunter2 | The password is: qwerty123 | The password is: monkey123 | The password is: 123456 | The password is: password1 | The password is: admin456,What is the correct password?,1,CORRECT_answ3r!XK9,3.0,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_divided_0356,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,12,"5, 4",6.60612,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_divided_0142,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,15,"5, 4",14.54715,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_needle_0209,Adversarial Needle,Debug line 8: ERROR: null pointer | Debug line 6: variable product = 30 | Debug line 5: ERROR: division by zero | Debug line 4: variable sum = 20 | Debug line 3: variable z = 15 | Debug line 1: variable x = 5 | Debug line 2: variable y = 10 | Debug line 7: variable diff = -5 | Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef,What is the REAL error message?,8,REAL_bug_buffer_overflow_0xdeadbeef,30.861,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_sustained_0185,Sustained Over Length,Alice went to the store. She bought apples and oranges. Alice paid with cash.,How did Alice pay?,3,cash,3.0,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_shift_0105,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,1,Item B,3.0,colliculus,Colliculus FilterConfig.focus switching cost
tagp_shift_0340,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,1,car,3.0,colliculus,Colliculus FilterConfig.focus switching cost
tagp_sustained_0188,Sustained Over Length,User 1 logged in at 08:00. User 2 logged in at 08:15. User 3 logged in at 08:30. User 4 logged in at 08:45. User 5 logged in at 09:00. User 1 logged out at 09:10. User 6 logged in at 09:20. User 2 logged out at 09:30. User 7 logged in at 09:40. User 3 logged out at 09:50. User 8 logged in at 10:00. User 4 logged out at 10:10. User 9 logged in at 10:20.,Which user was logged in at 09:25?,13,User 6,17.3515,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_filter_0290,Selective Filtering,Don't forget to call mom. The meeting is at 3 PM. Please send the report. Critical: System failure in production. Immediate action required.,What is the critical message?,3,System failure in production,3.0,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_divided_0276,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,12,"5, 4",6.60612,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_shift_0015,Attention Shifting,Item A costs $10. Item B costs $20. Item A is cheaper. Item A has 3 stars. Item B has 5 stars. Item B has better quality.,Which item has better quality?,1,Item B,3.0,colliculus,Colliculus FilterConfig.focus switching cost
tagp_needle_0378,Adversarial Needle,The password is: football | The password is: CORRECT_answ3r!XK9 | The password is: qwerty123 | The password is: hunter2 | The password is: letmein789 | The password is: 123456 | The password is: admin456 | The password is: monkey123 | The password is: password1,What is the correct password?,5,CORRECT_answ3r!XK9,17.3515,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_sustained_0242,Sustained Over Length,Server A hosts the database. Server B runs the API. Server C handles caching. Server D processes jobs. Server E stores logs. Server F monitors metrics. Server G serves static files. Server H manages authentication.,Which server runs the API?,8,Server B,9.6981,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_shift_0298,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,4,car,17.3515,colliculus,Colliculus FilterConfig.focus switching cost
tagp_needle_0353,Adversarial Needle,Debug line 3: variable z = 15 | Debug line 1: variable x = 5 | Debug line 6: variable product = 30 | Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 8: ERROR: null pointer | Debug line 2: variable y = 10 | Debug line 5: ERROR: division by zero | Debug line 4: variable sum = 20 | Debug line 7: variable diff = -5,What is the REAL error message?,5,REAL_bug_buffer_overflow_0xdeadbeef,17.3515,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_sustained_0017,Sustained Over Length,Server A hosts the database. Server B runs the API. Server C handles caching. Server D processes jobs. Server E stores logs. Server F monitors metrics. Server G serves static files. Server H manages authentication.,Which server runs the API?,8,Server B,9.6981,reticular,Reticular system tracks cycle_latency_us for sustained alertness
tagp_needle_0217,Adversarial Needle,Debug line 1: variable x = 5 | Debug line 42: ERROR: REAL_bug_buffer_overflow_0xdeadbeef | Debug line 8: ERROR: null pointer | Debug line 4: variable sum = 20 | Debug line 5: ERROR: division by zero | Debug line 7: variable diff = -5 | Debug line 3: variable z = 15 | Debug line 2: variable y = 10 | Debug line 6: variable product = 30,What is the REAL error message?,3,REAL_bug_buffer_overflow_0xdeadbeef,9.6981,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_divided_0335,Divided Attention,"Stream 1: Apple, Banana, Avocado, Cherry, Apricot, Date | Stream 2: Apple, Banana, Avocado, Cherry, Apricot, Date",Words starting with 'A'? AND Fruits with 5 letters?,10,"3, 2",3.0,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_needle_0184,Adversarial Needle,The password is: admin456 | The password is: monkey123 | The password is: hunter2 | The password is: 123456 | The password is: football | The password is: CORRECT_answ3r!XK9 | The password is: password1 | The password is: qwerty123 | The password is: letmein789,What is the correct password?,8,CORRECT_answ3r!XK9,30.861,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
tagp_shift_0418,Attention Shifting,The RED car drove fast. The blue bike was slow. RED is the fastest color. Cars are faster than bikes. Trucks are slowest.,Which vehicle is fastest?,4,car,17.3515,colliculus,Colliculus FilterConfig.focus switching cost
tagp_divided_0046,Divided Attention,"Stream 1: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10 | Stream 2: 3, 7, 4, 9, 2, 8, 5, 6, 1, 10",How many even numbers? AND How many numbers > 5?,12,"5, 4",6.60612,coeruleus,Coeruleus manages arousal for parallel task processing
tagp_filter_0140,Selective Filtering,Don't forget to call mom. Please send the report. Critical: System failure in production. Immediate action required. The meeting is at 3 PM.,What is the critical message?,3,System failure in production,3.0,thalamus,Thalamus FilterConfig.focus and FilterConfig.suppress for attentional control
tagp_needle_0010,Adversarial Needle,The password is: qwerty123 | The password is: admin456 | The password is: letmein789 | The password is: CORRECT_answ3r!XK9 | The password is: monkey123 | The password is: password1 | The password is: 123456 | The password is: hunter2 | The password is: football,What is the correct password?,1,CORRECT_answ3r!XK9,3.0,thalamus,Thalamus + Coeruleus handle needle-in-haystack with decoy patterns
