id,task,question,answer,ground_truth_confidence,difficulty,brain_zone,neural_analog
tmp_confidence_calibration_0164,Confidence Calibration,What is 2^20?,1048576,0.98,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0165,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0166,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0167,Confidence Calibration,What is 2^20?,1048576,0.98,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0168,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0169,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0170,Confidence Calibration,What is 2^20?,1048576,0.98,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0171,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0172,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0173,Confidence Calibration,What is 2^20?,1048576,0.98,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0174,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0175,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0176,Confidence Calibration,What is 2^20?,1048576,0.98,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0177,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0178,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0179,Confidence Calibration,What is 2^20?,1048576,0.98,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0180,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0181,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0182,Confidence Calibration,What is 2^20?,1048576,0.98,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0183,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0184,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0185,Confidence Calibration,What is 2^20?,1048576,0.98,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0186,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0187,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0188,Confidence Calibration,What is 2^20?,1048576,0.98,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0189,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0190,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0191,Confidence Calibration,What is 2^20?,1048576,0.98,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0192,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0193,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0194,Confidence Calibration,What is 2^20?,1048576,0.98,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0195,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0196,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0197,Confidence Calibration,What is 2^20?,1048576,0.98,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0198,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0199,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0200,Confidence Calibration,What is 2^20?,1048576,0.98,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0201,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0202,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0203,Confidence Calibration,What is 2^20?,1048576,0.98,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0204,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0205,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0206,Confidence Calibration,What is 2^20?,1048576,0.98,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0207,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0208,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0209,Confidence Calibration,What is 2^20?,1048576,0.98,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0210,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0211,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0212,Confidence Calibration,What is 2^20?,1048576,0.98,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0213,Confidence Calibration,What is the capital of Uzbekistan?,Tashkent,0.95,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0214,Confidence Calibration,Explain quantum superposition in one sentence.,A quantum system exists in multiple states simultaneously until measured.,0.3,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
tmp_confidence_calibration_0215,Confidence Calibration,What is 2^20?,1048576,0.98,3.0,ofc,OFC value judgment requires calibrated confidence for optimal decision-making
