id,question_type,question,answer
tagp_divided_0380,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0373,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0031,factual,Which item has better quality?,Item B
tagp_filter_0247,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0436,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0412,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_sustained_0228,factual,Which user was logged in at 09:25?,User 6
tagp_divided_0067,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0077,factual,What is the critical message?,System failure in production
tagp_filter_0383,factual,What is the critical message?,System failure in production
tagp_filter_0387,factual,What is the API key?,sk_live_abc123xyz789
tagp_needle_0309,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0302,factual,What is the critical message?,System failure in production
tagp_sustained_0186,factual,When was phase 2 completed?,March
tagp_sustained_0189,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_sustained_0317,factual,Which server runs the API?,Server B
tagp_filter_0135,factual,What is the API key?,sk_live_abc123xyz789
tagp_sustained_0162,factual,Which server runs the API?,Server B
tagp_divided_0245,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0251,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0074,factual,Which vehicle is fastest?,car
tagp_filter_0051,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0322,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0126,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0068,factual,Which user was logged in at 09:25?,User 6
tagp_shift_0158,factual,Which vehicle is fastest?,car
tagp_needle_0314,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0211,factual,Which item has better quality?,Item B
tagp_divided_0161,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0038,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0035,factual,What is the critical message?,System failure in production
tagp_shift_0279,factual,Which item has better quality?,Item B
tagp_sustained_0063,factual,Which user was logged in at 09:25?,User 6
tagp_filter_0092,factual,What is the critical message?,System failure in production
tagp_divided_0084,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0078,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0000,factual,Which vehicle is fastest?,car
tagp_divided_0230,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0045,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0274,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0100,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0434,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_sustained_0216,factual,When was phase 2 completed?,March
tagp_divided_0350,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0428,factual,Which vehicle is fastest?,car
tagp_sustained_0244,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_divided_0358,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0093,factual,Which item has better quality?,Item B
tagp_filter_0207,factual,What is the API key?,sk_live_abc123xyz789
tagp_shift_0123,factual,Which item has better quality?,Item B
tagp_sustained_0404,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_shift_0202,factual,Which vehicle is fastest?,car
tagp_shift_0137,factual,Which item has better quality?,Item B
tagp_sustained_0148,factual,Which user was logged in at 09:25?,User 6
tagp_sustained_0002,factual,Which server runs the API?,Server B
tagp_filter_0169,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_shift_0334,factual,Which vehicle is fastest?,car
tagp_filter_0066,factual,What is the API key?,sk_live_abc123xyz789
tagp_needle_0117,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0132,factual,What is the API key?,sk_live_abc123xyz789
tagp_needle_0362,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0231,factual,Which item has better quality?,Item B
tagp_sustained_0290,factual,How did Alice pay?,cash
tagp_needle_0109,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0189,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0347,factual,What is the critical message?,System failure in production
tagp_filter_0405,factual,What is the API key?,sk_live_abc123xyz789
tagp_divided_0072,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0004,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0139,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0110,factual,Which vehicle is fastest?,car
tagp_needle_0409,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0438,factual,Which user was logged in at 09:25?,User 6
tagp_needle_0084,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0274,factual,Which vehicle is fastest?,car
tagp_sustained_0355,factual,How did Alice pay?,cash
tagp_needle_0102,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0012,factual,Which vehicle is fastest?,car
tagp_needle_0194,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0299,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0271,factual,When was phase 2 completed?,March
tagp_sustained_0403,factual,Which user was logged in at 09:25?,User 6
tagp_filter_0328,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0238,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0099,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0018,factual,What is the API key?,sk_live_abc123xyz789
tagp_needle_0026,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0137,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0279,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0076,factual,When was phase 2 completed?,March
tagp_needle_0133,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_divided_0159,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0204,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0324,factual,Which vehicle is fastest?,car
tagp_filter_0275,factual,What is the critical message?,System failure in production
tagp_filter_0059,factual,What is the critical message?,System failure in production
tagp_filter_0001,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_filter_0189,factual,What is the API key?,sk_live_abc123xyz789
tagp_divided_0229,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0107,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0105,factual,How did Alice pay?,cash
tagp_filter_0337,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_shift_0108,factual,Which vehicle is fastest?,car
tagp_shift_0102,factual,Which vehicle is fastest?,car
tagp_shift_0070,factual,Which vehicle is fastest?,car
tagp_needle_0414,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0073,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_divided_0377,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0375,factual,Which item has better quality?,Item B
tagp_sustained_0338,factual,Which user was logged in at 09:25?,User 6
tagp_shift_0430,factual,Which vehicle is fastest?,car
tagp_divided_0052,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0152,factual,Which vehicle is fastest?,car
tagp_sustained_0197,factual,Which server runs the API?,Server B
tagp_shift_0285,factual,Which item has better quality?,Item B
tagp_divided_0260,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0015,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0011,factual,When was phase 2 completed?,March
tagp_needle_0368,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0238,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0302,factual,Which server runs the API?,Server B
tagp_shift_0056,factual,Which vehicle is fastest?,car
tagp_sustained_0152,factual,Which server runs the API?,Server B
tagp_needle_0260,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0290,factual,Which vehicle is fastest?,car
tagp_filter_0229,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_filter_0297,factual,What is the API key?,sk_live_abc123xyz789
tagp_needle_0331,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0001,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0104,factual,What is the critical message?,System failure in production
tagp_sustained_0366,factual,When was phase 2 completed?,March
tagp_shift_0297,factual,Which item has better quality?,Item B
tagp_sustained_0159,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_needle_0227,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0166,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_filter_0072,factual,What is the API key?,sk_live_abc123xyz789
tagp_needle_0310,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0250,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0078,factual,Which user was logged in at 09:25?,User 6
tagp_sustained_0041,factual,When was phase 2 completed?,March
tagp_filter_0236,factual,What is the critical message?,System failure in production
tagp_needle_0432,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0142,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0277,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_needle_0367,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_divided_0248,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0234,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0400,factual,How did Alice pay?,cash
tagp_needle_0168,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0330,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0175,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0262,factual,Which server runs the API?,Server B
tagp_divided_0271,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0085,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_divided_0085,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0436,factual,When was phase 2 completed?,March
tagp_divided_0217,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0412,factual,Which vehicle is fastest?,car
tagp_shift_0215,factual,Which item has better quality?,Item B
tagp_filter_0145,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_shift_0233,factual,Which item has better quality?,Item B
tagp_shift_0157,factual,Which item has better quality?,Item B
tagp_shift_0080,factual,Which vehicle is fastest?,car
tagp_divided_0263,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0293,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0031,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0006,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0179,factual,What is the critical message?,System failure in production
tagp_filter_0435,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0396,factual,What is the API key?,sk_live_abc123xyz789
tagp_shift_0351,factual,Which item has better quality?,Item B
tagp_divided_0421,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0417,factual,Which item has better quality?,Item B
tagp_needle_0283,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_divided_0205,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0026,factual,When was phase 2 completed?,March
tagp_sustained_0263,factual,Which user was logged in at 09:25?,User 6
tagp_divided_0281,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0342,factual,What is the API key?,sk_live_abc123xyz789
tagp_sustained_0158,factual,Which user was logged in at 09:25?,User 6
tagp_sustained_0429,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_divided_0179,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0272,factual,What is the critical message?,System failure in production
tagp_needle_0305,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0072,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0156,factual,When was phase 2 completed?,March
tagp_shift_0094,factual,Which vehicle is fastest?,car
tagp_sustained_0286,factual,When was phase 2 completed?,March
tagp_shift_0103,factual,Which item has better quality?,Item B
tagp_sustained_0183,factual,Which user was logged in at 09:25?,User 6
tagp_needle_0157,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_divided_0049,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0316,factual,Which vehicle is fastest?,car
tagp_needle_0247,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0339,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0081,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0122,factual,Which vehicle is fastest?,car
tagp_shift_0059,factual,Which item has better quality?,Item B
tagp_needle_0143,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0234,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0070,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0102,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0236,factual,Which vehicle is fastest?,car
tagp_divided_0337,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0036,factual,Which vehicle is fastest?,car
tagp_divided_0103,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0161,factual,Which item has better quality?,Item B
tagp_shift_0003,factual,Which item has better quality?,Item B
tagp_sustained_0300,factual,How did Alice pay?,cash
tagp_needle_0277,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0427,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0301,factual,When was phase 2 completed?,March
tagp_divided_0305,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0311,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0416,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0006,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0190,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0200,factual,Which vehicle is fastest?,car
tagp_shift_0280,factual,Which vehicle is fastest?,car
tagp_needle_0152,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0364,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_filter_0294,factual,What is the API key?,sk_live_abc123xyz789
tagp_shift_0197,factual,Which item has better quality?,Item B
tagp_sustained_0247,factual,Which server runs the API?,Server B
tagp_filter_0309,factual,What is the API key?,sk_live_abc123xyz789
tagp_shift_0109,factual,Which item has better quality?,Item B
tagp_shift_0165,factual,Which item has better quality?,Item B
tagp_shift_0267,factual,Which item has better quality?,Item B
tagp_filter_0076,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_filter_0131,factual,What is the critical message?,System failure in production
tagp_shift_0310,factual,Which vehicle is fastest?,car
tagp_sustained_0394,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_needle_0420,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0343,factual,Which item has better quality?,Item B
tagp_shift_0086,factual,Which vehicle is fastest?,car
tagp_shift_0129,factual,Which item has better quality?,Item B
tagp_needle_0003,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0283,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_shift_0136,factual,Which vehicle is fastest?,car
tagp_divided_0163,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0365,factual,How did Alice pay?,cash
tagp_shift_0207,factual,Which item has better quality?,Item B
tagp_shift_0218,factual,Which vehicle is fastest?,car
tagp_shift_0406,factual,Which vehicle is fastest?,car
tagp_needle_0290,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0000,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0019,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_needle_0407,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0132,factual,Which server runs the API?,Server B
tagp_sustained_0275,factual,How did Alice pay?,cash
tagp_sustained_0270,factual,How did Alice pay?,cash
tagp_shift_0181,factual,Which item has better quality?,Item B
tagp_filter_0126,factual,What is the API key?,sk_live_abc123xyz789
tagp_sustained_0174,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_divided_0146,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0090,factual,Which vehicle is fastest?,car
tagp_needle_0051,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0080,factual,How did Alice pay?,cash
tagp_sustained_0386,factual,When was phase 2 completed?,March
tagp_shift_0106,factual,Which vehicle is fastest?,car
tagp_filter_0367,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_shift_0402,factual,Which vehicle is fastest?,car
tagp_filter_0171,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0203,factual,What is the critical message?,System failure in production
tagp_sustained_0016,factual,When was phase 2 completed?,March
tagp_needle_0076,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0301,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_needle_0276,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0242,factual,What is the critical message?,System failure in production
tagp_shift_0032,factual,Which vehicle is fastest?,car
tagp_divided_0227,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0316,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0352,factual,Which server runs the API?,Server B
tagp_shift_0055,factual,Which item has better quality?,Item B
tagp_shift_0180,factual,Which vehicle is fastest?,car
tagp_divided_0086,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0388,factual,Which vehicle is fastest?,car
tagp_filter_0319,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_filter_0348,factual,What is the API key?,sk_live_abc123xyz789
tagp_needle_0016,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0067,factual,Which server runs the API?,Server B
tagp_filter_0031,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_shift_0256,factual,Which vehicle is fastest?,car
tagp_divided_0360,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0023,factual,What is the critical message?,System failure in production
tagp_filter_0087,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0021,factual,What is the API key?,sk_live_abc123xyz789
tagp_shift_0177,factual,Which item has better quality?,Item B
tagp_sustained_0066,factual,When was phase 2 completed?,March
tagp_shift_0398,factual,Which vehicle is fastest?,car
tagp_needle_0304,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0115,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_sustained_0069,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_divided_0228,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0034,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0041,factual,Which item has better quality?,Item B
tagp_filter_0083,factual,What is the critical message?,System failure in production
tagp_divided_0403,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0218,factual,What is the critical message?,System failure in production
tagp_needle_0032,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0283,factual,Which user was logged in at 09:25?,User 6
tagp_divided_0319,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0206,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0111,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0192,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0190,factual,How did Alice pay?,cash
tagp_sustained_0083,factual,Which user was logged in at 09:25?,User 6
tagp_shift_0289,factual,Which item has better quality?,Item B
tagp_needle_0275,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_shift_0134,factual,Which vehicle is fastest?,car
tagp_filter_0124,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0388,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0367,factual,Which item has better quality?,Item B
tagp_filter_0099,factual,What is the API key?,sk_live_abc123xyz789
tagp_filter_0034,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0070,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0329,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0312,factual,Which vehicle is fastest?,car
tagp_filter_0370,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_filter_0114,factual,What is the API key?,sk_live_abc123xyz789
tagp_sustained_0241,factual,When was phase 2 completed?,March
tagp_shift_0258,factual,Which vehicle is fastest?,car
tagp_divided_0184,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0318,factual,Which user was logged in at 09:25?,User 6
tagp_divided_0258,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0110,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0115,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0406,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0118,factual,Which vehicle is fastest?,car
tagp_divided_0348,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_filter_0195,factual,What is the API key?,sk_live_abc123xyz789
tagp_shift_0116,factual,Which vehicle is fastest?,car
tagp_divided_0317,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_filter_0265,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_sustained_0398,factual,Which user was logged in at 09:25?,User 6
tagp_shift_0216,factual,Which vehicle is fastest?,car
tagp_filter_0401,factual,What is the critical message?,System failure in production
tagp_divided_0112,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0106,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_needle_0320,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0002,factual,What is the critical message?,System failure in production
tagp_shift_0167,factual,Which item has better quality?,Item B
tagp_needle_0087,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0056,factual,What is the critical message?,System failure in production
tagp_sustained_0182,factual,Which server runs the API?,Server B
tagp_shift_0253,factual,Which item has better quality?,Item B
tagp_filter_0103,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_filter_0220,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_shift_0277,factual,Which item has better quality?,Item B
tagp_shift_0154,factual,Which vehicle is fastest?,car
tagp_shift_0361,factual,Which item has better quality?,Item B
tagp_shift_0160,factual,Which vehicle is fastest?,car
tagp_divided_0316,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0415,factual,How did Alice pay?,cash
tagp_divided_0434,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0416,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_shift_0225,factual,Which item has better quality?,Item B
tagp_needle_0297,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_filter_0175,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_divided_0202,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_needle_0137,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_divided_0321,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_needle_0326,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_divided_0307,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_divided_0209,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0329,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_needle_0110,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0222,factual,Which server runs the API?,Server B
tagp_needle_0014,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_sustained_0205,factual,How did Alice pay?,cash
tagp_shift_0201,factual,Which item has better quality?,Item B
tagp_needle_0231,factual,What is the REAL error message?,REAL_bug_buffer_overflow_0xdeadbeef
tagp_divided_0287,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_shift_0144,factual,Which vehicle is fastest?,car
tagp_shift_0065,factual,Which item has better quality?,Item B
tagp_sustained_0389,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_sustained_0170,factual,How did Alice pay?,cash
tagp_shift_0199,factual,Which item has better quality?,Item B
tagp_divided_0029,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0157,factual,Which server runs the API?,Server B
tagp_divided_0073,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0393,factual,Which user was logged in at 09:25?,User 6
tagp_divided_0272,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0294,factual,In which chapter does the hero lose hope?,Chapter 8
tagp_sustained_0395,factual,How did Alice pay?,cash
tagp_sustained_0278,factual,Which user was logged in at 09:25?,User 6
tagp_shift_0088,factual,Which vehicle is fastest?,car
tagp_shift_0234,factual,Which vehicle is fastest?,car
tagp_divided_0022,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_divided_0431,factual,Words starting with 'A'? AND Fruits with 5 letters?,"3, 2"
tagp_sustained_0206,factual,When was phase 2 completed?,March
tagp_needle_0228,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_filter_0371,factual,What is the critical message?,System failure in production
tagp_shift_0240,factual,Which vehicle is fastest?,car
tagp_sustained_0118,factual,Which user was logged in at 09:25?,User 6
tagp_filter_0344,factual,What is the critical message?,System failure in production
tagp_divided_0408,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0155,factual,How did Alice pay?,cash
tagp_shift_0301,factual,Which item has better quality?,Item B
tagp_needle_0390,factual,What is the correct password?,CORRECT_answ3r!XK9
tagp_shift_0078,factual,Which vehicle is fastest?,car
tagp_divided_0292,factual,How many even numbers? AND How many numbers > 5?,"5, 4"
tagp_sustained_0143,factual,Which user was logged in at 09:25?,User 6
tagp_filter_0214,factual,What is the error code?,ERR_TIMEOUT_DB_CONNECTION
tagp_filter_0119,factual,What is the critical message?,System failure in production
tagp_shift_0407,factual,Which item has better quality?,Item B
tagp_shift_0371,factual,Which item has better quality?,Item B
