id,question_type,question,answer,choices
tmp_confidence_calibration_0227,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0228,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0229,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0230,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0231,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0232,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0233,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0234,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0235,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0236,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0237,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0238,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0239,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0240,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0241,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0242,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0243,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0244,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0245,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0246,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0247,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0248,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0249,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0250,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0251,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0252,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0253,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0254,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0255,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0256,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0257,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0258,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0259,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0260,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0261,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0262,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0263,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0264,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0265,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0266,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0267,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0268,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0269,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0270,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0271,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
tmp_confidence_calibration_0272,factual,What is 2^20?,1048576,
tmp_confidence_calibration_0273,factual,What is the capital of Uzbekistan?,Tashkent,
tmp_confidence_calibration_0274,mc,Which best describes: Explain quantum superposition in one sentence.,A,"A) A quantum system exists in multiple states simultaneously until measured.
B) A system transitions between states sequentially
C) A system collapses into superposition after observation
D) Multiple systems share a single quantum state"
